"year","month","day","dep_time","dep_delay","arr_time","arr_delay","carrier","tailnum","flight","origin","dest","air_time","distance","hour","minute"
2014,1,1,1520,1,1848,2,"UA","N75429",1051,"PDX","DEN",127,991,15,20
2014,1,1,1527,12,1738,-2,"WN","N275WN",868,"SEA","LAS",116,867,15,27
2014,1,1,1531,36,1906,46,"WN","N761RR",786,"PDX","DEN",127,991,15,31
2014,1,1,1537,-9,1817,-13,"OO","N912SW",6527,"SEA","LAX",132,954,15,37
2014,1,1,1540,5,1814,-6,"AS","N797AS",101,"SEA","ANC",197,1448,15,40
2014,1,1,1541,-4,2330,-13,"AS","N419AS",14,"SEA","EWR",266,2402,15,41
2014,1,1,1543,-7,1813,8,"AS","N615AS",592,"PDX","SNA",121,859,15,43
2014,1,1,1545,10,2114,4,"AA","N565AA",157,"PDX","DFW",180,1616,15,45
2014,1,1,1545,15,1621,9,"OO","N295SW",5331,"PDX","RDM",25,116,15,45
2014,1,1,1554,64,1905,55,"F9","N202FR",792,"PDX","DEN",118,991,15,54
2014,1,1,1554,39,1912,27,"US","N631AW",500,"PDX","PHX",123,1009,15,54
2014,1,1,1557,92,2146,71,"AA","N3CVAA",125,"SEA","ORD",200,1721,15,57
2014,1,1,1608,23,2147,17,"AA","N3AMAA",2248,"SEA","DFW",187,1660,16,8
2014,1,1,1616,-9,1841,-14,"VX","N529VA",796,"SEA","LAX",125,954,16,16
2014,1,1,1617,67,1953,58,"WN","N488WN",1374,"SEA","PHX",140,1107,16,17
2014,1,1,1618,23,1858,8,"WN","N274WN",3932,"SEA","SLC",86,689,16,18
2014,1,1,1621,6,1,-14,"UA","N12216",1710,"SEA","EWR",261,2402,16,21
2014,1,1,1626,26,1821,23,"AS","N756AS",338,"SEA","OAK",98,672,16,26
2014,1,1,1627,17,1854,4,"WN","N784SW",20,"PDX","SLC",79,630,16,27
2014,1,1,1627,83,1728,95,"OO","N229SW",5417,"SEA","PDX",37,129,16,27
2014,1,1,1629,4,1834,-1,"OO","N215AG",3494,"PDX","SBA",105,784,16,29
2014,1,1,1632,102,2019,114,"WN","N660SW",1556,"SEA","DEN",128,1024,16,32
2014,1,1,1632,206,3,183,"UA","N36272",1148,"SEA","IAD",248,2306,16,32
2014,1,1,1633,43,1849,43,"AS","N788AS",588,"PDX","PSP",118,873,16,33
2014,1,1,1637,2,1915,-5,"OO","N823SK",4520,"PDX","SLC",78,630,16,37
2014,1,1,1638,8,1824,15,"AS","N614AS",402,"PDX","SJC",86,569,16,38
2014,1,1,1639,4,1908,-8,"AS","N409AS",466,"SEA","LAX",128,954,16,39
2014,1,1,1641,1,2041,-19,"AS","N530AS",867,"SEA","OGG",340,2640,16,41
2014,1,1,1659,-1,1931,7,"DL","N380DA",2410,"SEA","LAX",122,954,16,59
2014,1,1,1700,0,2109,-21,"AS","N562AS",899,"SEA","HNL",334,2677,17,0
2014,1,1,1708,177,2307,164,"UA","N75410",1246,"SEA","IAH",216,1874,17,8
2014,1,1,1712,-3,1911,-9,"VX","N836VA",755,"SEA","SFO",100,679,17,12
2014,1,1,1712,47,1913,38,"OO","N218AG",3462,"PDX","ONT",109,838,17,12
2014,1,1,1713,43,1848,33,"WN","N939WN",931,"SEA","SMF",78,605,17,13
2014,1,1,1720,0,1932,-6,"OO","N815SK",4684,"PDX","LAX",112,834,17,20
2014,1,1,1721,66,1919,59,"WN","N959WN",577,"SEA","OAK",99,672,17,21
2014,1,1,1722,47,1923,40,"UA","N27421",1137,"SEA","SFO",102,679,17,22
2014,1,1,1728,78,1926,71,"WN","N472WN",839,"PDX","LAS",105,763,17,28
2014,1,1,1735,-2,2021,13,"B6","N613JB",1007,"SEA","LGB",138,965,17,35
2014,1,1,1741,-4,1953,-8,"AS","N318AS",562,"PDX","LAX",109,834,17,41
2014,1,1,1743,3,2139,-26,"AS","N597AS",877,"SEA","KOA",337,2688,17,43
2014,1,1,1743,-2,1949,-2,"OO","N219AG",3488,"PDX","BUR",111,817,17,43
2014,1,1,1744,8,1842,13,"OO","N229SW",5417,"PDX","SEA",36,129,17,44
2014,1,1,1749,4,2127,-5,"US","N622AW",524,"SEA","PHX",136,1107,17,49
2014,1,1,1751,144,1928,135,"UA","N802UA",212,"PDX","SFO",81,550,17,51
2014,1,1,1756,31,2025,30,"AS","N644AS",514,"SEA","SNA",132,978,17,56
2014,1,1,1756,-4,2118,-12,"US","N655AW",577,"PDX","PHX",127,1009,17,56
2014,1,1,1759,-1,1934,-11,"VX","N523VA",813,"PDX","SFO",80,550,17,59
2014,1,1,1802,-3,2355,2,"AS","N442AS",26,"SEA","ORD",200,1721,18,2
2014,1,1,1803,18,2015,13,"DL","N389DA",2449,"SEA","LAS",115,867,18,3
2014,1,1,1807,19,1951,11,"OO","N938SW",5553,"PDX","SFO",82,550,18,7
2014,1,1,1808,73,1930,70,"WN","N367SW",747,"PDX","SMF",69,479,18,8
2014,1,1,1811,21,2147,-12,"DL","N590NW",2237,"SEA","HNL",317,2677,18,11
2014,1,1,1814,-6,2222,-33,"AS","N559AS",859,"SEA","HNL",336,2677,18,14
2014,1,1,1819,4,2051,-12,"AS","N433AS",109,"SEA","ANC",191,1448,18,19
2014,1,1,1819,-5,2025,-14,"B6","N662JB",1621,"PDX","LGB",113,846,18,19
2014,1,1,1821,15,2135,2,"UA","N524UA",550,"PDX","DEN",111,991,18,21
2014,1,1,1825,0,2108,1,"AS","N549AS",464,"SEA","LAX",122,954,18,25
2014,1,1,1829,-11,2222,-33,"AS","N565AS",863,"PDX","OGG",329,2562,18,29
2014,1,1,1835,-5,2037,-8,"AS","N792AS",302,"SEA","SFO",101,679,18,35
2014,1,1,1835,105,2015,105,"WN","N389SW",568,"PDX","OAK",87,543,18,35
2014,1,1,1836,-10,2125,-4,"OO","N953SW",6316,"SEA","LAX",132,954,18,36
2014,1,1,1839,55,2158,42,"UA","N12225",1248,"SEA","DEN",118,1024,18,39
2014,1,1,1841,-4,2123,-2,"AS","N537AS",480,"SEA","SAN",135,1050,18,41
2014,1,1,1841,-4,2109,-8,"AS","N607AS",510,"SEA","SNA",131,978,18,41
2014,1,1,1847,7,1949,6,"AS","N708AS",69,"SEA","KTN",99,680,18,47
2014,1,1,1850,-5,2027,-17,"AS","N556AS",381,"SEA","SMF",79,605,18,50
2014,1,1,1850,-5,2228,-13,"AS","N609AS",630,"SEA","PHX",137,1107,18,50
2014,1,1,1851,-4,2052,-2,"AS","N622AS",620,"PDX","LAS",103,763,18,51
2014,1,1,1851,21,2029,19,"WN","N380SW",348,"PDX","SJC",87,569,18,51
2014,1,1,1852,-3,2101,3,"AS","N306AS",328,"SEA","SJC",102,697,18,52
2014,1,1,1857,42,2053,33,"WN","N240WN",286,"SEA","SJC",100,697,18,57
2014,1,1,1858,-2,2056,-4,"AS","N529AS",379,"PDX","SFO",84,550,18,58
2014,1,1,1859,-1,2117,-13,"OO","N925SW",6250,"PDX","LAX",115,834,18,59
2014,1,1,1901,66,2107,72,"WN","N7724A",958,"SEA","OAK",95,672,19,1
2014,1,1,1901,1,105,-11,"UA","N76269",1496,"SEA","IAH",221,1874,19,1
2014,1,1,1906,11,2102,3,"VX","N842VA",759,"SEA","SFO",96,679,19,6
2014,1,1,1906,1,2006,12,"OO","N229SW",5424,"SEA","PDX",31,129,19,6
2014,1,1,1915,10,2122,-13,"WN","N697SW",1715,"SEA","LAS",114,867,19,15
2014,1,1,1921,56,2038,48,"WN","N353SW",718,"PDX","SMF",66,479,19,21
2014,1,1,1922,32,2132,20,"AS","N305AS",616,"SEA","LAS",114,867,19,22
2014,1,1,1925,90,2246,81,"WN","N493WN",1115,"PDX","PHX",129,1009,19,25
2014,1,1,1930,-5,2146,-11,"AS","N596AS",520,"SEA","BUR",123,937,19,30
2014,1,1,1930,0,2250,-6,"AS","N626AS",672,"SEA","DEN",122,1024,19,30
2014,1,1,1934,-6,2238,23,"AS","N625AS",476,"SEA","LAX",125,954,19,34
2014,1,1,1936,8,2119,-2,"UA","N402UA",995,"PDX","SFO",82,550,19,36
2014,1,1,1939,-6,2205,-14,"AS","N553AS",518,"SEA","SNA",129,978,19,39
2014,1,1,1941,27,2140,10,"UA","N36469",1173,"SEA","SFO",98,679,19,41
2014,1,1,1942,82,2304,69,"OO","N216AG",3498,"SEA","COS",123,1068,19,42
2014,1,1,1949,79,2117,67,"WN","N961WN",3963,"PDX","OAK",76,543,19,49
2014,1,1,1954,-10,2134,-22,"OO","N471CA",5659,"PDX","SFO",84,550,19,54
2014,1,1,1957,-3,2044,-13,"AS","N624AS",694,"SEA","GEG",35,224,19,57
2014,1,1,1958,3,2229,-17,"AS","N440AS",129,"SEA","FAI",198,1533,19,58
2014,1,1,2001,6,2144,10,"AS","N585AS",404,"PDX","SJC",84,569,20,1
2014,1,1,2009,-6,2212,-1,"OO","N217AG",3490,"SEA","FAT",97,748,20,9
2014,1,1,2010,-10,2347,-12,"AS","N793AS",632,"SEA","PHX",140,1107,20,10
2014,1,1,2012,-3,2219,-6,"OO","N223AG",3464,"PDX","ONT",110,838,20,12
2014,1,1,2014,-6,2328,-28,"US","N662AW",581,"PDX","PHX",120,1009,20,14
2014,1,1,2018,3,2252,-8,"AS","N703AS",111,"SEA","ANC",197,1448,20,18
2014,1,1,2018,48,2151,36,"WN","N774SW",520,"SEA","SMF",80,605,20,18
2014,1,1,2020,30,2316,18,"AS","N516AS",137,"PDX","ANC",208,1542,20,20
2014,1,1,2022,-3,2353,-17,"US","N627AW",626,"SEA","PHX",133,1107,20,22
2014,1,1,2026,-4,2226,-2,"AS","N531AS",226,"SEA","SJC",102,697,20,26
2014,1,1,2034,-7,2242,-12,"OO","N967SW",6426,"SEA","SFO",103,679,20,34
2014,1,1,2038,78,2348,68,"F9","N934FR",794,"PDX","DEN",114,991,20,38
2014,1,1,2043,-2,2307,1,"AS","N786AS",574,"PDX","SAN",126,933,20,43
2014,1,1,2050,10,2311,-3,"AS","N618AS",472,"SEA","LAX",120,954,20,50
2014,1,1,2058,18,2320,5,"VX","N625VA",798,"SEA","LAX",121,954,20,58
2014,1,1,2108,-2,2347,-16,"UA","N17229",1603,"SEA","ANC",200,1448,21,8
2014,1,1,2110,-5,2326,-10,"AS","N319AS",618,"SEA","LAS",113,867,21,10
2014,1,1,2118,13,2350,10,"AS","N533AS",488,"SEA","SAN",134,1050,21,18
2014,1,1,2121,-4,2326,-8,"AS","N552AS",300,"SEA","SFO",98,679,21,21
2014,1,1,2122,-8,2327,-4,"AS","N619AS",624,"PDX","LAS",101,763,21,22
2014,1,1,2129,16,513,-2,"UA","N73275",156,"SEA","EWR",267,2402,21,29
2014,1,1,2130,13,531,16,"B6","N635JB",1206,"PDX","JFK",274,2454,21,30
2014,1,1,2132,2,2330,0,"AS","N611AS",358,"SEA","OAK",95,672,21,32
2014,1,1,2136,-4,3,-11,"AS","N523AS",450,"SEA","LAX",122,954,21,36
2014,1,1,2138,8,17,0,"AS","N413AS",731,"SEA","ANC",190,1448,21,38
2014,1,1,2153,123,2350,120,"WN","N614SW",304,"SEA","OAK",99,672,21,53
2014,1,1,2158,-7,627,2,"AS","N558AS",24,"SEA","BOS",284,2496,21,58
2014,1,1,2202,-3,622,-18,"AA","N5CSAA",1070,"SEA","MIA",302,2724,22,2
2014,1,1,2213,83,31,77,"AS","N713AS",536,"SEA","ONT",123,956,22,13
2014,1,1,2216,1,601,-7,"US","N560UW",1818,"SEA","PHL",263,2378,22,16
2014,1,1,2217,17,48,-4,"AS","N756AS",117,"SEA","ANC",197,1448,22,17
2014,1,1,2221,1,2308,11,"OO","N229SW",5440,"PDX","RDM",28,116,22,21
2014,1,1,2221,-4,550,-30,"US","N571UW",467,"PDX","CLT",250,2282,22,21
2014,1,1,2222,-3,611,2,"US","N181UW",1944,"SEA","CLT",262,2279,22,22
2014,1,1,2227,167,140,155,"F9","N218FR",142,"SEA","DEN",116,1024,22,27
2014,1,1,2229,-1,2336,-5,"OO","N295SW",5437,"PDX","LMT",50,241,22,29
2014,1,1,2237,-1,623,-4,"UA","N573UA",583,"PDX","EWR",261,2434,22,37
2014,1,1,2249,9,611,2,"DL","N126DL",2188,"SEA","ATL",239,2182,22,49
2014,1,1,2253,8,611,4,"DL","N371DA",503,"PDX","ATL",240,2172,22,53
2014,1,1,2259,72,659,70,"B6","N505JB",498,"SEA","BOS",282,2496,22,59
2014,1,1,2259,-5,442,-18,"UA","N29717",1632,"PDX","ORD",196,1739,22,59
2014,1,1,2300,-5,159,-11,"AS","N788AS",125,"SEA","FAI",205,1533,23,0
2014,1,1,2303,14,447,0,"UA","N38454",1617,"SEA","ORD",198,1721,23,3
2014,1,1,2306,6,142,-3,"AS","N617AS",103,"SEA","ANC",194,1448,23,6
2014,1,1,2306,6,9,11,"AS","N627AS",698,"SEA","GEG",36,224,23,6
2014,1,1,2312,13,706,7,"DL","N727TW",1542,"SEA","JFK",268,2422,23,12
2014,1,1,2313,45,516,42,"UA","N73278",1129,"SEA","IAH",212,1874,23,13
2014,1,1,2321,1,443,-17,"AA","N3ABAA",1230,"SEA","DFW",185,1660,23,21
2014,1,1,2324,26,729,34,"B6","N593JB",264,"SEA","JFK",273,2422,23,24
2014,1,1,2333,67,721,70,"UA","N77530",1100,"SEA","IAD",261,2306,23,33
2014,1,1,2355,8,540,-13,"UA","N23707",1282,"SEA","IAH",208,1874,23,55
2014,1,1,2356,136,137,131,"AS","N587AS",372,"SEA","SMF",79,605,23,56
2014,1,1,2357,7,523,-12,"AS","N407AS",660,"SEA","DFW",188,1660,23,57
2014,1,1,2359,27,717,31,"UA","N818UA",407,"SEA","CLE",235,2021,23,59
2014,1,1,NA,NA,NA,NA,"AS","N763AS",61,"SEA","JNU",NA,909,NA,NA
2014,1,1,NA,NA,NA,NA,"OO","N237SW",5428,"PDX","SEA",NA,129,NA,NA
2014,1,1,NA,NA,NA,NA,"OO","N237SW",5325,"SEA","PDX",NA,129,NA,NA
2014,1,1,NA,NA,NA,NA,"OO","N585SW",5353,"PDX","EUG",NA,106,NA,NA
2014,1,1,NA,NA,NA,NA,"OO","N295SW",5438,"SEA","PDX",NA,129,NA,NA
2014,1,1,NA,NA,NA,NA,"OO","N295SW",5379,"PDX","SEA",NA,129,NA,NA
2014,1,1,NA,NA,NA,NA,"OO","N295SW",5403,"PDX","EUG",NA,106,NA,NA
2014,1,1,NA,NA,NA,NA,"OO","N918SW",5639,"SEA","SFO",NA,679,NA,NA
2014,1,1,NA,NA,NA,NA,"UA","",1142,"SEA","EWR",NA,2402,NA,NA
2014,1,1,NA,NA,NA,NA,"UA","",1195,"SEA","DEN",NA,1024,NA,NA
2014,1,1,NA,NA,NA,NA,"UA","",1647,"PDX","ORD",NA,1739,NA,NA
2014,1,2,8,-2,748,-13,"US","N171US",1830,"SEA","CLT",254,2279,0,8
2014,1,2,11,16,730,10,"DL","N6702",1504,"SEA","ATL",235,2182,0,11
2014,1,2,14,84,1356,NA,"DL","N379DA",2022,"PDX","JFK",NA,2454,0,14
2014,1,2,16,121,758,110,"US","N538UW",1818,"SEA","PHL",261,2378,0,16
2014,1,2,20,385,207,372,"WN","N8620H",3464,"SEA","OAK",96,672,0,20
2014,1,2,29,-1,536,-2,"DL","N612DL",1292,"SEA","MSP",167,1399,0,29
2014,1,2,30,75,732,69,"DL","N859NW",1823,"SEA","DTW",213,1927,0,30
2014,1,2,44,49,641,51,"UA","N423UA",758,"PDX","IAH",215,1825,0,44
2014,1,2,45,-10,550,-18,"DL","N924DN",1080,"PDX","MSP",168,1426,0,45
2014,1,2,55,116,NA,NA,"DL","N705TW",1542,"SEA","JFK",NA,2422,0,55
2014,1,2,57,113,628,88,"UA","N21723",1632,"PDX","ORD",196,1739,0,57
2014,1,2,151,321,310,315,"WN","N735SA",1546,"PDX","SMF",67,479,1,51
2014,1,2,158,180,1257,NA,"B6","N630JB",264,"SEA","JFK",NA,2422,1,58
2014,1,2,223,236,1011,222,"UA","N37427",1142,"SEA","EWR",260,2402,2,23
2014,1,2,225,158,826,153,"UA","N16732",1114,"SEA","IAH",213,1874,2,25
2014,1,2,516,-4,854,-12,"US","N622AW",460,"SEA","PHX",140,1107,5,16
2014,1,2,516,-4,841,-12,"UA","N35407",1224,"SEA","DEN",121,1024,5,16
2014,1,2,516,-9,839,-16,"US","N523UW",649,"PDX","PHX",128,1009,5,16
2014,1,2,518,-3,807,31,"OO","N925SW",5639,"SEA","SFO",101,679,5,18
2014,1,2,528,-2,1119,-14,"UA","N848UA",275,"PDX","IAH",213,1825,5,28
2014,1,2,546,-4,846,-7,"DL","N686DA",1634,"SEA","SLC",87,689,5,46
2014,1,2,552,-8,803,-18,"AS","N409AS",604,"SEA","LAS",114,867,5,52
2014,1,2,552,-8,830,-18,"DL","N663DN",1831,"PDX","SLC",80,630,5,52
2014,1,2,555,-5,832,-18,"AS","N512AS",81,"SEA","ANC",195,1448,5,55
2014,1,2,557,-3,914,-11,"F9","N221FR",796,"PDX","DEN",117,991,5,57
2014,1,2,558,-2,733,-12,"WN","N498WN",1461,"PDX","OAK",81,543,5,58
2014,1,2,558,-2,922,-8,"WN","N776WN",1927,"PDX","PHX",129,1009,5,58
2014,1,2,559,-6,750,-22,"AS","N535AS",344,"SEA","OAK",95,672,5,59
2014,1,2,600,0,1156,6,"AA","N3DGAA",1094,"SEA","DFW",198,1660,6,0
2014,1,2,602,2,1213,3,"AA","N3KGAA",2240,"SEA","ORD",208,1721,6,2
2014,1,2,602,2,754,-9,"AS","N431AS",200,"SEA","SJC",99,697,6,2
2014,1,2,602,-4,1204,2,"UA","N446UA",474,"SEA","ORD",202,1721,6,2
2014,1,2,605,0,932,-6,"F9","N211FR",144,"SEA","DEN",123,1024,6,5
2014,1,2,605,0,921,-19,"WN","N8313F",145,"SEA","DEN",119,1024,6,5
2014,1,2,606,-4,838,-12,"AS","N402AS",426,"SEA","LAX",123,954,6,6
2014,1,2,606,1,1157,0,"UA","N87531",1573,"PDX","ORD",201,1739,6,6
2014,1,2,609,-6,841,-21,"AS","N548AS",494,"SEA","SAN",131,1050,6,9
2014,1,2,611,11,752,9,"AS","N760AS",406,"PDX","SJC",86,569,6,11
2014,1,2,611,1,1220,-2,"UA","N17229",1246,"SEA","IAH",225,1874,6,11
2014,1,2,613,-2,858,6,"AS","N644AS",524,"SEA","SNA",133,978,6,13
2014,1,2,613,3,813,-12,"AS","N796AS",308,"SEA","SFO",100,679,6,13
2014,1,2,614,-6,1158,-7,"AA","N4XJAA",1650,"PDX","DFW",194,1616,6,14
2014,1,2,616,1,817,-3,"VX","N529VA",751,"SEA","SFO",101,679,6,16
2014,1,2,621,46,801,35,"UA","N35260",1209,"PDX","SFO",83,550,6,21
2014,1,2,625,5,939,-6,"WN","N260WN",1111,"PDX","DEN",118,991,6,25
2014,1,2,627,-3,1350,-7,"DL","N3746H",1156,"PDX","ATL",244,2172,6,27
2014,1,2,627,5,902,-3,"OO","N692CA",4693,"SEA","LAX",128,954,6,27
2014,1,2,628,-2,1405,-3,"DL","N616DL",968,"SEA","ATL",254,2182,6,28
2014,1,2,628,48,941,34,"UA","N37462",1569,"PDX","DEN",115,991,6,28
2014,1,2,629,-2,1230,-11,"UA","N437UA",912,"SEA","IAH",214,1874,6,29
2014,1,2,631,-4,1001,-11,"UA","N547UA",328,"SEA","DEN",118,1024,6,31
2014,1,2,634,-6,1215,-11,"AS","N551AS",668,"SEA","DFW",196,1660,6,34
2014,1,2,635,-5,1009,1,"AS","N536AS",646,"PDX","PHX",128,1009,6,35
2014,1,2,636,-4,854,-6,"AS","N532AS",572,"PDX","SAN",119,933,6,36
2014,1,2,637,-3,906,-9,"AS","N408AS",556,"SEA","PSP",131,987,6,37
2014,1,2,637,2,1231,1,"WN","N8603F",401,"PDX","MDW",216,1751,6,37
2014,1,2,637,17,1442,11,"UA","N37466",1021,"PDX","EWR",286,2434,6,37
2014,1,2,638,-2,842,-6,"OO","N218AG",3456,"PDX","BUR",105,817,6,38
2014,1,2,642,-3,857,-11,"OO","N804SK",4692,"PDX","LAX",112,834,6,42
2014,1,2,643,-7,927,2,"AS","N320AS",470,"SEA","LAX",124,954,6,43
2014,1,2,643,-2,822,-13,"WN","N7732A",2537,"SEA","SMF",81,605,6,43
2014,1,2,644,-1,912,7,"AS","N703AS",560,"PDX","LAX",111,834,6,44
2014,1,2,645,10,1238,8,"WN","N8602F",3694,"SEA","MDW",214,1733,6,45
2014,1,2,647,17,824,8,"UA","N76503",1621,"PDX","SFO",83,550,6,47
2014,1,2,649,-1,1010,-9,"AS","N524AS",682,"SEA","DEN",124,1024,6,49
2014,1,2,650,5,846,-4,"WN","N943WN",247,"PDX","LAS",103,763,6,50
2014,1,2,655,0,1230,18,"AS","N433AS",36,"SEA","MSP",171,1399,6,55
2014,1,2,655,-5,1157,-16,"DL","N397DA",2314,"SEA","MSP",165,1399,6,55
2014,1,2,655,-5,1213,-7,"DL","N934DN",2090,"PDX","MSP",175,1426,6,55
2014,1,2,656,-4,915,-6,"AS","N622AS",582,"PDX","SNA",118,859,6,56
2014,1,2,658,-2,1051,-29,"AS","N514AS",833,"PDX","HNL",326,2603,6,58
2014,1,2,658,-7,923,-17,"VX","N622VA",1780,"SEA","LAX",125,954,6,58
2014,1,2,659,-1,943,-22,"AS","N307AS",726,"SEA","SLC",90,689,6,59
2014,1,2,659,-6,919,-3,"B6","N524JB",1121,"PDX","LGB",113,846,6,59
2014,1,2,659,-1,1500,-7,"DL","N703TW",418,"SEA","JFK",275,2422,6,59
2014,1,2,701,-9,903,-17,"AS","N530AS",332,"SEA","SJC",100,697,7,1
2014,1,2,701,1,826,-4,"WN","N904WN",2885,"PDX","SMF",70,479,7,1
2014,1,2,701,1,1038,-7,"WN","N8613K",669,"SEA","PHX",139,1107,7,1
2014,1,2,702,34,1447,35,"UA","N538UA",250,"PDX","IAD",257,2327,7,2
2014,1,2,703,-2,912,-7,"OO","N219AG",3460,"PDX","ONT",109,838,7,3
2014,1,2,704,-6,1535,21,"DL","N3748Y",2258,"PDX","JFK",285,2454,7,4
2014,1,2,705,0,917,-7,"AS","N317AS",606,"SEA","LAS",115,867,7,5
2014,1,2,705,0,809,-1,"AS","N706AS",65,"SEA","KTN",98,680,7,5
2014,1,2,708,-7,1003,-14,"DL","N338NB",2397,"SEA","SLC",87,689,7,8
2014,1,2,709,-1,918,-10,"AS","N440AS",222,"SEA","SFO",98,679,7,9
2014,1,2,709,-6,912,-15,"AS","N315AS",244,"PDX","SFO",81,550,7,9
2014,1,2,710,10,907,22,"VX","N523VA",805,"PDX","SFO",86,550,7,10
2014,1,2,712,2,1246,-19,"AA","N3HYAA",1308,"SEA","DFW",192,1660,7,12
2014,1,2,712,-3,853,-7,"AS","N557AS",805,"SEA","SMF",82,605,7,12
2014,1,2,713,-2,1437,5,"DL","N369NW",822,"SEA","DTW",232,1927,7,13
2014,1,2,715,0,958,4,"AS","N754AS",478,"SEA","LAX",126,954,7,15
2014,1,2,719,4,1609,40,"AA","N3CYAA",236,"SEA","JFK",310,2422,7,19
2014,1,2,719,-1,1105,-3,"AS","N305AS",642,"SEA","PHX",139,1107,7,19
2014,1,2,720,-5,955,-10,"AS","N563AS",240,"SEA","SAN",135,1050,7,20
2014,1,2,723,8,915,-3,"AS","N614AS",626,"PDX","LAS",100,763,7,23
2014,1,2,724,-6,947,-11,"AS","N791AS",530,"SEA","ONT",125,956,7,24
2014,1,2,726,6,1124,-18,"AS","N579AS",855,"PDX","KOA",340,2607,7,26
2014,1,2,726,16,951,9,"OO","N215AG",3472,"SEA","LGB",127,965,7,26
2014,1,2,728,3,1056,-4,"WN","N724SW",2181,"SEA","DEN",123,1024,7,28
2014,1,2,734,4,928,-19,"UA","N577UA",434,"SEA","SFO",95,679,7,34
2014,1,2,741,41,1551,NA,"AA","N3KXAA",2218,"PDX","ORD",NA,1739,7,41
2014,1,2,743,3,1318,-2,"WN","N960WN",3872,"SEA","MKE",199,1694,7,43
2014,1,2,746,-9,956,-20,"AS","N613AS",522,"SEA","BUR",116,937,7,46
2014,1,2,746,1,950,0,"WN","N244WN",402,"SEA","OAK",101,672,7,46
2014,1,2,749,-1,929,-11,"WN","N762SW",373,"PDX","SJC",87,569,7,49
2014,1,2,750,-5,917,-23,"AS","N768AS",61,"SEA","JNU",131,909,7,50
